"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.625, 'neutral': 0.25, 'pos': 0.375}"
"{'neg': 0.421875, 'neutral': 0.6583333333333333, 'pos': 0.578125}"
"{'neg': 0.7604166666666667, 'neutral': 0.16666666666666663, 'pos': 0.23958333333333331}"
"{'neg': 0.4, 'neutral': 0.5333333333333332, 'pos': 0.6}"
"{'neg': 0.51875, 'neutral': 0.4125, 'pos': 0.48125}"
"{'neg': 0.30000000000000004, 'neutral': 0.050000000000000044, 'pos': 0.7}"
"{'neg': 0.40625, 'neutral': 0.4, 'pos': 0.59375}"
"{'neg': 0.4083333333333333, 'neutral': 0.3583333333333333, 'pos': 0.5916666666666667}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.34062499999999996, 'neutral': 0.43125, 'pos': 0.659375}"
"{'neg': 0.525, 'neutral': 0.475, 'pos': 0.475}"
"{'neg': 0.6193576388888888, 'neutral': 0.311111111111111, 'pos': 0.3806423611111111}"
"{'neg': 0.47250000000000003, 'neutral': 0.1875, 'pos': 0.5275}"
"{'neg': 0.825, 'neutral': 0.09999999999999998, 'pos': 0.17500000000000004}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.4666666666666667, 'neutral': 0.2333333333333334, 'pos': 0.5333333333333333}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
"{'neg': 0.30000000000000004, 'neutral': 0.050000000000000044, 'pos': 0.7}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.745625, 'neutral': 0.28, 'pos': 0.254375}"
"{'neg': 0.6625, 'neutral': 0.2250000000000001, 'pos': 0.3375}"
"{'neg': 0.42500000000000004, 'neutral': 0.31666666666666665, 'pos': 0.575}"
"{'neg': 0.45999999999999996, 'neutral': 0.5866666666666667, 'pos': 0.54}"
"{'neg': 0.5, 'neutral': 0.55, 'pos': 0.5}"
"{'neg': 0.530517578125, 'neutral': 0.725, 'pos': 0.469482421875}"
"{'neg': 0.53125, 'neutral': 0.3666666666666666, 'pos': 0.46875}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.7833333333333333, 'pos': 0.5}"
"{'neg': 0.875, 'neutral': 0.0, 'pos': 0.125}"
"{'neg': 0.6812499999999999, 'neutral': 0.1875, 'pos': 0.31875000000000003}"
"{'neg': 0.40208333333333335, 'neutral': 0.22916666666666663, 'pos': 0.5979166666666667}"
"{'neg': 0.43333333333333335, 'neutral': 0.1499999999999999, 'pos': 0.5666666666666667}"
"{'neg': 0.44999999999999996, 'neutral': 0.5666666666666667, 'pos': 0.55}"
"{'neg': 0.5, 'neutral': 0.7, 'pos': 0.5}"
"{'neg': 0.5916666666666667, 'neutral': 0.31666666666666676, 'pos': 0.4083333333333333}"
"{'neg': 0.5, 'neutral': 0.30000000000000004, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.8275, 'neutral': 0.05499999999999994, 'pos': 0.1725}"
"{'neg': 0.48124999999999996, 'neutral': 0.475, 'pos': 0.51875}"
"{'neg': 0.1875, 'neutral': 0.050000000000000044, 'pos': 0.8125}"
"{'neg': 0.38020833333333337, 'neutral': 0.5333333333333333, 'pos': 0.6197916666666666}"
"{'neg': 0.525, 'neutral': 0.8, 'pos': 0.475}"
"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.6666666666666667, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
"{'neg': 0.6388888888888888, 'neutral': 0.43333333333333324, 'pos': 0.36111111111111116}"
"{'neg': 0.4575, 'neutral': 0.22416666666666663, 'pos': 0.5425}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.30000000000000004, 'neutral': 0.09999999999999998, 'pos': 0.7}"
"{'neg': 0.375, 'neutral': 0.7, 'pos': 0.625}"
"{'neg': 0.9, 'neutral': 0.0, 'pos': 0.09999999999999998}"
"{'neg': 0.421875, 'neutral': 0.42708333333333337, 'pos': 0.578125}"
"{'neg': 0.825, 'neutral': 0.09999999999999998, 'pos': 0.17500000000000004}"
"{'neg': 0.578125, 'neutral': 0.1499999999999999, 'pos': 0.421875}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.32499999999999996, 'neutral': 0.44999999999999996, 'pos': 0.675}"
"{'neg': 0.48750000000000004, 'neutral': 0.7, 'pos': 0.5125}"
"{'neg': 0.4754166666666667, 'neutral': 0.32166666666666655, 'pos': 0.5245833333333333}"
"{'neg': 0.5800000000000001, 'neutral': 0.040000000000000036, 'pos': 0.42}"
"{'neg': 0.4836111111111111, 'neutral': 0.275, 'pos': 0.5163888888888889}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.41666666666666663, 'neutral': 0.6499999999999999, 'pos': 0.5833333333333334}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5486111111111112, 'neutral': 0.5777777777777777, 'pos': 0.4513888888888889}"
"{'neg': 0.875, 'neutral': 0.050000000000000044, 'pos': 0.125}"
"{'neg': 0.734375, 'neutral': 0.5249999999999999, 'pos': 0.265625}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.44999999999999996, 'neutral': 0.275, 'pos': 0.55}"
"{'neg': 0.56875, 'neutral': 0.1607142857142856, 'pos': 0.43125}"
"{'neg': 0.42500000000000004, 'neutral': 0.65, 'pos': 0.575}"
"{'neg': 0.18333333333333335, 'neutral': 0.033333333333333326, 'pos': 0.8166666666666667}"
"{'neg': 0.32499999999999996, 'neutral': 0.19999999999999996, 'pos': 0.675}"
"{'neg': 0.5775, 'neutral': 0.09999999999999998, 'pos': 0.4225}"
"{'neg': 0.59, 'neutral': 0.28, 'pos': 0.41000000000000003}"
"{'neg': 0.5266666666666666, 'neutral': 0.44999999999999996, 'pos': 0.47333333333333333}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.7041666666666666, 'neutral': 0.30000000000000004, 'pos': 0.2958333333333334}"
"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
"{'neg': 0.525, 'neutral': 0.48, 'pos': 0.475}"
"{'neg': 0.6388888888888888, 'neutral': 0.44444444444444453, 'pos': 0.3611111111111111}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5375, 'neutral': 0.4750000000000001, 'pos': 0.4625}"
"{'neg': 0.625, 'neutral': 0.35, 'pos': 0.375}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.4, 'neutral': 0.7, 'pos': 0.6}"
"{'neg': 0.55, 'neutral': 0.55, 'pos': 0.45}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.4125, 'neutral': 0.050000000000000044, 'pos': 0.5875}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.405, 'neutral': 0.15999999999999992, 'pos': 0.595}"
"{'neg': 0.4375, 'neutral': 0.4, 'pos': 0.5625}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.475, 'neutral': 0.8, 'pos': 0.525}"
